Index,Values
PHY325681,5333
PHY382666,5334
PHY400561,5335
PHY404571,5336
PHY395207,5337
PHY374867,5338
PHY339425,5339
PHY379345,5340
PHY331657,5341
PHY335522,5342
PHY320508,5343
PHY380872,5344
PHY367682,5345
PHY373346,5346
PHY400148,5347
PHY333203,5348
PHY342799,5349
PHY417998,5350
PHY413280,5351
PHY429166,5352
PHY386638,5353
PHY331405,5354
PHY319449,5355
PHY409406,5356
PHY318987,5357
PHY327866,5358
PHY354743,5359
PHY320254,5360
PHY393727,5361
PHY357606,5362
PHY419553,5363
PHY407080,5364
PHY384546,5365
PHY358540,5366
PHY401311,5367
PHY403364,5368
PHY336825,5369
PHY421407,5370
PHY392484,5371
PHY432988,5372
PHY371665,5373
PHY336680,5374
PHY390483,5375
PHY409874,5376
PHY339953,5377
PHY353107,5378
PHY329638,5379
PHY411097,5380
PHY323354,5381
PHY330484,5382
PHY349214,5383
PHY405903,5384
PHY421589,5385
PHY404325,5386
PHY393805,5387
PHY344639,5388
PHY373697,5389
PHY366699,5390
PHY412017,5391
PHY398674,5392
PHY418381,5393
PHY431160,5394
PHY337986,5395
PHY366377,5396
PHY413522,5397
PHY357500,5398
PHY371202,5399
PHY312903,5400
PHY342396,5401
PHY326443,5402
PHY363649,5403
PHY374106,5404
PHY401852,5405
PHY335745,5406
PHY318213,5407
PHY411659,5408
PHY395767,5409
PHY332941,5410
PHY311769,5411
PHY359283,5412
PHY345571,5413
PHY358833,5414
PHY359315,5415
PHY425051,5416
PHY411522,5417
PHY397229,5418
PHY323709,5419
PHY427728,5420
PHY365512,5421
PHY414459,5422
PHY332197,5423
PHY393863,5424
PHY387930,5425
PHY337499,5426
PHY427127,5427
PHY365482,5428
PHY409126,5429
PHY349768,5430
PHY333134,5431
PHY420493,5432
PHY422874,5433
PHY366692,5434
PHY347213,5435
PHY414972,5436
PHY365519,5437
PHY362632,5438
PHY403366,5439
PHY399633,5440
PHY374061,5441
PHY332928,5442
PHY361250,5443
PHY395676,5444
PHY400676,5445
PHY354986,5446
PHY392722,5447
PHY402037,5448
PHY324331,5449
PHY351162,5450
PHY337061,5451
PHY374665,5452
PHY428381,5453
PHY410706,5454
PHY383064,5455
PHY352207,5456
PHY329982,5457
PHY318929,5458
PHY391805,5459
PHY312257,5460
PHY320356,5461
PHY336276,5462
PHY319259,5463
PHY427642,5464
PHY417769,5465
PHY422553,5466
PHY429362,5467
PHY371857,5468
PHY364830,5469
PHY411790,5470
PHY320371,5471
PHY407283,5472
PHY334875,5473
PHY404360,5474
PHY383574,5475
PHY337129,5476
PHY410534,5477
PHY347842,5478
PHY342872,5479
PHY311963,5480
PHY412357,5481
PHY425609,5482
PHY353935,5483
PHY374521,5484
PHY429891,5485
PHY347528,5486
PHY382482,5487
PHY352226,5488
PHY412945,5489
PHY369177,5490
PHY378163,5491
PHY316512,5492
PHY403957,5493
PHY412581,5494
PHY409848,5495
PHY417178,5496
PHY383361,5497
PHY427039,5498
PHY347571,5499
PHY336806,5500
PHY357331,5501
PHY357276,5502
PHY383706,5503
PHY409008,5504
PHY360585,5505
PHY321713,5506
PHY375435,5507
PHY430044,5508
PHY409145,5509
PHY426039,5510
PHY337784,5511
PHY405388,5512
PHY377939,5513
PHY382264,5514
PHY371064,5515
PHY328542,5516
PHY432363,5517
PHY420759,5518
PHY342724,5519
PHY389230,5520
PHY409974,5521
PHY394375,5522
PHY342283,5523
PHY404450,5524
PHY360764,5525
PHY377758,5526
PHY341412,5527
PHY342566,5528
PHY367878,5529
PHY399504,5530
PHY333116,5531
PHY398264,5532
PHY317208,5533
PHY411819,5534
PHY335830,5535
PHY411390,5536
PHY353679,5537
PHY375522,5538
PHY362170,5539
PHY364490,5540
PHY391928,5541
PHY323400,5542
PHY345965,5543
PHY335562,5544
PHY380938,5545
PHY420488,5546
PHY370448,5547
PHY406654,5548
PHY354517,5549
PHY415894,5550
PHY364049,5551
PHY386548,5552
PHY360153,5553
PHY339299,5554
PHY426602,5555
PHY408336,5556
PHY357576,5557
PHY340091,5558
PHY353533,5559
PHY334351,5560
PHY354037,5561
PHY423169,5562
PHY330084,5563
PHY417347,5564
PHY316515,5565
PHY320088,5566
PHY410359,5567
PHY372466,5568
PHY419830,5569
PHY372427,5570
PHY419372,5571
PHY338253,5572
PHY423220,5573
PHY378994,5574
PHY392557,5575
PHY395083,5576
PHY413760,5577
PHY356705,5578
PHY359396,5579
PHY352859,5580
PHY338849,5581
PHY330491,5582
PHY384571,5583
PHY351275,5584
PHY392933,5585
PHY424475,5586
PHY377858,5587
PHY410897,5588
PHY365609,5589
PHY407113,5590
PHY375716,5591
PHY390267,5592
PHY430730,5593
PHY391704,5594
PHY350549,5595
PHY350382,5596
PHY334608,5597
PHY326568,5598
PHY375700,5599
PHY429882,5600
PHY394453,5601
PHY335945,5602
PHY431424,5603
PHY356501,5604
PHY342261,5605
PHY327590,5606
PHY317406,5607
PHY393593,5608
PHY354116,5609
PHY330333,5610
PHY342189,5611
PHY387078,5612
PHY411848,5613
PHY333803,5614
PHY332619,5615
PHY388876,5616
PHY355387,5617
PHY336300,5618
PHY316178,5619
PHY391613,5620
PHY331400,5621
PHY340873,5622
PHY412110,5623
PHY316287,5624
PHY364168,5625
PHY365562,5626
PHY427228,5627
PHY366779,5628
PHY344240,5629
PHY342495,5630
PHY312728,5631
PHY405899,5632
PHY334296,5633
PHY372672,5634
PHY347523,5635
PHY422865,5636
PHY315686,5637
PHY379119,5638
PHY327552,5639
PHY351746,5640
PHY427237,5641
PHY398779,5642
PHY424999,5643
PHY417736,5644
PHY340900,5645
PHY352311,5646
PHY420495,5647
PHY374035,5648
PHY330457,5649
PHY378405,5650
PHY393557,5651
PHY328045,5652
PHY357926,5653
PHY380895,5654
PHY412435,5655
PHY410083,5656
PHY315138,5657
PHY330869,5658
PHY355577,5659
PHY316785,5660
PHY333316,5661
PHY333235,5662
PHY408827,5663
PHY353828,5664
PHY382639,5665
PHY325454,5666
PHY421733,5667
PHY400271,5668
PHY412226,5669
PHY378142,5670
PHY427768,5671
PHY385564,5672
PHY349591,5673
PHY315463,5674
PHY366299,5675
PHY339992,5676
PHY361811,5677
PHY361772,5678
PHY372923,5679
PHY325039,5680
PHY375845,5681
PHY429791,5682
PHY336823,5683
PHY397479,5684
PHY412079,5685
PHY432462,5686
PHY371956,5687
PHY421133,5688
PHY339400,5689
PHY376189,5690
PHY431621,5691
PHY427511,5692
PHY433729,5693
PHY408402,5694
PHY423181,5695
PHY337176,5696
PHY372493,5697
PHY348200,5698
PHY328979,5699
PHY347508,5700
PHY347656,5701
PHY338798,5702
PHY322085,5703
PHY363729,5704
PHY426288,5705
PHY335814,5706
PHY432816,5707
PHY387178,5708
PHY419327,5709
PHY361327,5710
PHY374971,5711
PHY329323,5712
PHY389973,5713
PHY402793,5714
PHY391319,5715
PHY391106,5716
PHY402335,5717
PHY318594,5718
PHY407825,5719
PHY397172,5720
PHY375608,5721
PHY337415,5722
PHY401179,5723
PHY395979,5724
PHY341492,5725
PHY408938,5726
PHY380745,5727
PHY391049,5728
PHY394185,5729
PHY352300,5730
PHY366363,5731
PHY432244,5732
PHY346409,5733
PHY415860,5734
PHY368326,5735
PHY402064,5736
PHY316300,5737
PHY321413,5738
PHY404440,5739
PHY418356,5740
PHY433078,5741
PHY313377,5742
PHY363331,5743
PHY320873,5744
PHY410618,5745
PHY352108,5746
PHY321728,5747
PHY370234,5748
PHY326529,5749
PHY314872,5750
PHY339401,5751
PHY378398,5752
PHY431790,5753
PHY427631,5754
PHY387498,5755
PHY343050,5756
PHY379640,5757
PHY360826,5758
PHY422991,5759
PHY395241,5760
PHY324658,5761
PHY339692,5762
PHY421774,5763
PHY311396,5764
PHY354531,5765
PHY387201,5766
PHY381800,5767
PHY403673,5768
PHY401023,5769
PHY373290,5770
PHY370885,5771
PHY363172,5772
PHY384027,5773
PHY383271,5774
PHY315924,5775
PHY388307,5776
PHY356433,5777
PHY341402,5778
PHY433251,5779
PHY332270,5780
PHY362938,5781
PHY381206,5782
PHY334018,5783
PHY398938,5784
PHY386986,5785
PHY333916,5786
PHY411340,5787
PHY327097,5788
PHY414573,5789
PHY426519,5790
PHY384780,5791
PHY415385,5792
PHY325789,5793
PHY403897,5794
PHY402787,5795
PHY429610,5796
PHY423707,5797
PHY316044,5798
PHY339698,5799
PHY369713,5800
PHY351315,5801
PHY371467,5802
PHY373938,5803
PHY410956,5804
PHY361814,5805
PHY393110,5806
PHY360276,5807
PHY317543,5808
PHY413474,5809
PHY407563,5810
PHY315694,5811
PHY345461,5812
PHY375580,5813
PHY323196,5814
PHY346991,5815
PHY320418,5816
PHY340843,5817
PHY379051,5818
PHY405516,5819
PHY385734,5820
PHY339762,5821
PHY315160,5822
PHY363883,5823
PHY408872,5824
PHY323210,5825
PHY409715,5826
PHY369717,5827
PHY388581,5828
PHY343678,5829
PHY353025,5830
PHY424635,5831
PHY372370,5832
PHY351124,5833
PHY429124,5834
PHY382715,5835
PHY429176,5836
PHY386348,5837
PHY383797,5838
PHY381561,5839
PHY426450,5840
PHY420463,5841
PHY340598,5842
PHY413027,5843
PHY414397,5844
PHY361092,5845
PHY311783,5846
PHY345285,5847
PHY361513,5848
PHY314362,5849
PHY340942,5850
PHY412572,5851
PHY319940,5852
PHY316775,5853
PHY323519,5854
PHY412863,5855
PHY370692,5856
PHY339058,5857
PHY423768,5858
PHY353771,5859
PHY342560,5860
PHY381881,5861
PHY383201,5862
PHY335155,5863
PHY415669,5864
PHY364966,5865
PHY404434,5866
PHY423055,5867
PHY366787,5868
PHY420124,5869
PHY341954,5870
PHY373400,5871
PHY424477,5872
PHY405681,5873
PHY415839,5874
PHY398335,5875
PHY338895,5876
PHY413567,5877
PHY321618,5878
PHY391251,5879
PHY366146,5880
PHY419011,5881
PHY386390,5882
PHY410302,5883
PHY407109,5884
PHY398523,5885
PHY433651,5886
PHY364069,5887
PHY424264,5888
PHY363257,5889
PHY431896,5890
PHY377283,5891
PHY353728,5892
PHY424884,5893
PHY421047,5894
PHY356894,5895
PHY348211,5896
PHY406429,5897
PHY333464,5898
PHY423120,5899
PHY324296,5900
PHY430907,5901
PHY412811,5902
PHY331802,5903
PHY347178,5904
PHY315010,5905
PHY377968,5906
PHY338685,5907
PHY407766,5908
PHY414057,5909
PHY323340,5910
PHY415613,5911
PHY365416,5912
PHY353698,5913
PHY331764,5914
PHY351498,5915
PHY389399,5916
PHY316524,5917
PHY428317,5918
PHY396016,5919
PHY389982,5920
PHY386284,5921
PHY342714,5922
PHY355505,5923
PHY360637,5924
PHY350484,5925
PHY410601,5926
PHY390094,5927
PHY352096,5928
PHY382660,5929
PHY422259,5930
PHY337697,5931
PHY320140,5932
PHY409608,5933
PHY427024,5934
PHY430459,5935
PHY423579,5936
PHY359613,5937
PHY373688,5938
PHY355396,5939
PHY430852,5940
PHY368983,5941
PHY359377,5942
PHY366613,5943
PHY335057,5944
PHY401057,5945
PHY381492,5946
PHY362549,5947
PHY413547,5948
PHY343829,5949
PHY411851,5950
PHY411893,5951
PHY339549,5952
PHY338766,5953
PHY359926,5954
PHY382985,5955
PHY395892,5956
PHY348228,5957
PHY396830,5958
PHY387283,5959
PHY375208,5960
PHY410566,5961
PHY398845,5962
PHY423490,5963
PHY400340,5964
PHY363550,5965
PHY369633,5966
PHY344530,5967
PHY400693,5968
PHY407728,5969
PHY412634,5970
PHY348717,5971
PHY311791,5972
PHY363650,5973
PHY406198,5974
PHY342526,5975
PHY396376,5976
PHY404034,5977
PHY347306,5978
PHY347457,5979
PHY335069,5980
PHY398458,5981
PHY341301,5982
PHY388143,5983
PHY417568,5984
PHY395546,5985
PHY365066,5986
PHY363124,5987
PHY356488,5988
PHY413810,5989
PHY414516,5990
PHY357669,5991
PHY394383,5992
PHY331933,5993
PHY336739,5994
PHY422258,5995
PHY319262,5996
PHY352280,5997
PHY384159,5998
PHY357807,5999
PHY353877,6000
PHY409605,6001
PHY386291,6002
PHY412020,6003
PHY375654,6004
PHY314229,6005
PHY430260,6006
PHY417709,6007
PHY385556,6008
PHY392668,6009
PHY388663,6010
PHY388775,6011
PHY396305,6012
PHY384269,6013
PHY421189,6014
PHY323037,6015
PHY320807,6016
PHY404359,6017
PHY333814,6018
PHY313563,6019
PHY316579,6020
PHY419304,6021
PHY397213,6022
PHY336419,6023
PHY355081,6024
PHY414254,6025
PHY320002,6026
PHY333324,6027
PHY407895,6028
PHY394676,6029
PHY328747,6030
PHY408659,6031
PHY429060,6032
PHY385095,6033
PHY408945,6034
PHY405485,6035
PHY409922,6036
PHY323685,6037
PHY368107,6038
PHY391943,6039
PHY403134,6040
PHY426420,6041
PHY390915,6042
PHY388636,6043
PHY389376,6044
PHY319257,6045
PHY316732,6046
PHY335330,6047
PHY325360,6048
PHY338236,6049
PHY317073,6050
PHY403986,6051
PHY344532,6052
PHY357956,6053
PHY349793,6054
PHY348641,6055
PHY401812,6056
PHY324495,6057
PHY329883,6058
PHY351244,6059
PHY315789,6060
PHY365095,6061
PHY373502,6062
PHY391813,6063
PHY414513,6064
PHY355215,6065
PHY397115,6066
PHY320433,6067
PHY396942,6068
PHY315388,6069
PHY325689,6070
PHY364196,6071
PHY424181,6072
PHY409089,6073
PHY425278,6074
PHY390986,6075
PHY398912,6076
PHY355206,6077
PHY393072,6078
PHY376351,6079
PHY330911,6080
PHY377290,6081
PHY375287,6082
PHY322325,6083
PHY373130,6084
PHY328274,6085
PHY358706,6086
PHY392316,6087
PHY311652,6088
PHY423991,6089
PHY329446,6090
PHY395363,6091
PHY410806,6092
PHY414629,6093
PHY354025,6094
PHY370093,6095
PHY357226,6096
PHY322597,6097
PHY415719,6098
PHY384012,6099
PHY419909,6100
PHY312930,6101
PHY329260,6102
PHY411691,6103
PHY314714,6104
PHY337460,6105
PHY426022,6106
PHY314614,6107
PHY409755,6108
PHY361367,6109
PHY338438,6110
PHY402976,6111
PHY338585,6112
PHY346244,6113
PHY400717,6114
PHY425180,6115
PHY357651,6116
PHY360629,6117
PHY369604,6118
PHY316743,6119
PHY433851,6120
PHY350536,6121
PHY419015,6122
PHY328135,6123
PHY416342,6124
PHY392729,6125
PHY317033,6126
PHY319984,6127
PHY343708,6128
PHY334106,6129
PHY370078,6130
PHY394407,6131
PHY319910,6132
PHY421529,6133
PHY410527,6134
PHY314341,6135
PHY317715,6136
PHY319892,6137
PHY392464,6138
PHY371877,6139
PHY343629,6140
PHY360627,6141
PHY354704,6142
PHY355965,6143
PHY331533,6144
PHY361695,6145
PHY320166,6146
PHY380061,6147
PHY386032,6148
PHY350587,6149
PHY324332,6150
PHY359794,6151
PHY323395,6152
PHY349797,6153
PHY335921,6154
PHY403786,6155
PHY383163,6156
PHY377534,6157
PHY366114,6158
PHY315413,6159
PHY357159,6160
PHY392325,6161
PHY382440,6162
PHY313955,6163
PHY433877,6164
PHY397409,6165
PHY366840,6166
PHY415833,6167
PHY414343,6168
PHY406873,6169
PHY392785,6170
PHY417669,6171
PHY410715,6172
PHY320239,6173
PHY319247,6174
PHY321511,6175
PHY322336,6176
PHY358783,6177
PHY341115,6178
PHY365037,6179
PHY332472,6180
PHY406506,6181
PHY323700,6182
PHY414426,6183
PHY411270,6184
PHY354182,6185
PHY365583,6186
PHY377051,6187
PHY395499,6188
PHY415344,6189
PHY340960,6190
PHY416769,6191
PHY342532,6192
PHY341462,6193
PHY433973,6194
PHY405580,6195
PHY374764,6196
PHY337640,6197
PHY391541,6198
PHY319663,6199
PHY324304,6200
PHY412821,6201
PHY360768,6202
PHY340009,6203
PHY393631,6204
PHY371638,6205
PHY342200,6206
PHY430107,6207
PHY327270,6208
PHY419721,6209
PHY350931,6210
PHY404250,6211
PHY422398,6212
PHY422420,6213
PHY418739,6214
PHY350822,6215
PHY393528,6216
PHY341542,6217
PHY410457,6218
PHY317722,6219
PHY318443,6220
PHY368467,6221
PHY399970,6222
PHY424174,6223
PHY343529,6224
PHY312834,6225
PHY372939,6226
PHY312420,6227
PHY311752,6228
PHY414553,6229
PHY337288,6230
PHY345727,6231
PHY394259,6232
PHY364136,6233
PHY401803,6234
PHY432012,6235
PHY428109,6236
PHY366475,6237
PHY409892,6238
PHY342588,6239
PHY346391,6240
PHY406058,6241
PHY432949,6242
PHY335415,6243
PHY430654,6244
PHY403818,6245
PHY358255,6246
PHY313587,6247
PHY382573,6248
PHY322127,6249
PHY387911,6250
PHY314373,6251
PHY325604,6252
PHY403428,6253
PHY326711,6254
PHY364537,6255
PHY363809,6256
PHY382644,6257
PHY365541,6258
PHY405297,6259
PHY363324,6260
PHY409121,6261
PHY332728,6262
PHY350358,6263
PHY363990,6264
PHY324859,6265
PHY401453,6266
PHY363991,6267
PHY433347,6268
PHY312931,6269
PHY426411,6270
PHY335691,6271
PHY423353,6272
PHY423972,6273
PHY348478,6274
PHY420477,6275
PHY316306,6276
PHY406256,6277
PHY313623,6278
PHY356263,6279
PHY350704,6280
PHY424647,6281
PHY344115,6282
PHY366006,6283
PHY336420,6284
PHY420352,6285
PHY385553,6286
PHY313830,6287
PHY361644,6288
PHY426323,6289
PHY409831,6290
PHY347596,6291
PHY433069,6292
PHY400436,6293
PHY371701,6294
PHY367877,6295
PHY332179,6296
PHY389058,6297
PHY426531,6298
PHY420625,6299
PHY375577,6300
PHY342650,6301
PHY339419,6302
PHY351702,6303
PHY419579,6304
PHY370396,6305
PHY401972,6306
PHY353075,6307
PHY372373,6308
PHY345134,6309
PHY422592,6310
PHY344413,6311
PHY346152,6312
PHY311630,6313
PHY324046,6314
PHY369051,6315
PHY376372,6316
PHY388469,6317
PHY432626,6318
PHY424975,6319
PHY342435,6320
PHY337878,6321
PHY399876,6322
PHY404098,6323
PHY354974,6324
PHY375880,6325
PHY358584,6326
PHY319642,6327
PHY400351,6328
PHY372760,6329
PHY327995,6330
PHY358114,6331
PHY403773,6332
PHY428796,6333
PHY416358,6334
PHY312720,6335
PHY415523,6336
PHY348341,6337
PHY335160,6338
PHY324474,6339
PHY421652,6340
PHY405796,6341
PHY408702,6342
PHY323096,6343
PHY392498,6344
PHY400736,6345
PHY428002,6346
PHY320224,6347
PHY414745,6348
PHY329274,6349
PHY391495,6350
PHY367662,6351
PHY409153,6352
PHY334186,6353
PHY374314,6354
PHY394746,6355
PHY416869,6356
PHY348192,6357
PHY430838,6358
PHY391234,6359
PHY317437,6360
PHY357431,6361
PHY425454,6362
PHY365580,6363
PHY339550,6364
PHY375641,6365
PHY372547,6366
PHY409839,6367
PHY351242,6368
PHY367647,6369
PHY346157,6370
PHY341692,6371
PHY400831,6372
PHY323968,6373
PHY370748,6374
PHY356344,6375
PHY324311,6376
PHY418198,6377
PHY370755,6378
PHY372399,6379
PHY346541,6380
PHY317876,6381
PHY342212,6382
PHY430537,6383
PHY359442,6384
PHY369511,6385
PHY379251,6386
PHY314183,6387
PHY375472,6388
PHY429281,6389
PHY428384,6390
PHY323773,6391
PHY363681,6392
PHY330656,6393
PHY385614,6394
PHY315136,6395
PHY401929,6396
PHY387832,6397
PHY381683,6398
PHY335090,6399
PHY380371,6400
PHY330918,6401
PHY316573,6402
PHY396383,6403
PHY331492,6404
PHY408286,6405
PHY394909,6406
PHY390095,6407
PHY418490,6408
PHY325653,6409
PHY410073,6410
PHY369470,6411
PHY344050,6412
PHY388953,6413
PHY353941,6414
PHY354202,6415
PHY346106,6416
PHY369943,6417
PHY377433,6418
PHY348712,6419
PHY389828,6420
PHY326121,6421
PHY414228,6422
PHY406730,6423
PHY433998,6424
PHY373176,6425
PHY398931,6426
PHY431796,6427
PHY431133,6428
PHY342117,6429
PHY315190,6430
PHY403965,6431
PHY362803,6432
PHY323843,6433
PHY388646,6434
PHY381094,6435
PHY321787,6436
PHY369135,6437
PHY353355,6438
PHY392881,6439
PHY396585,6440
PHY349459,6441
PHY326882,6442
PHY339790,6443
PHY312223,6444
PHY409846,6445
PHY398528,6446
PHY432759,6447
PHY406612,6448
PHY315767,6449
PHY425361,6450
PHY398992,6451
PHY344259,6452
PHY348495,6453
PHY387707,6454
PHY396222,6455
PHY324168,6456
PHY317098,6457
PHY369819,6458
PHY424603,6459
PHY367098,6460
PHY327918,6461
PHY378633,6462
PHY317736,6463
PHY379250,6464
PHY372592,6465
PHY376533,6466
PHY393400,6467
PHY401615,6468
PHY375741,6469
PHY323756,6470
PHY320902,6471
PHY323406,6472
PHY315082,6473
PHY415343,6474
PHY358752,6475
PHY341165,6476
PHY312586,6477
PHY363141,6478
PHY411405,6479
PHY411584,6480
PHY413737,6481
PHY328410,6482
PHY388163,6483
PHY401265,6484
PHY363031,6485
PHY403262,6486
PHY399475,6487
PHY337038,6488
PHY393787,6489
PHY366590,6490
PHY316792,6491
PHY374395,6492
PHY405700,6493
PHY426728,6494
PHY379255,6495
PHY407233,6496
PHY413209,6497
PHY386423,6498
PHY416428,6499
PHY384237,6500
PHY420805,6501
PHY434038,6502
PHY327965,6503
PHY414809,6504
PHY343576,6505
PHY361964,6506
PHY313952,6507
PHY366273,6508
PHY417932,6509
PHY371427,6510
PHY355912,6511
PHY370861,6512
PHY377293,6513
PHY327867,6514
PHY373204,6515
PHY377357,6516
PHY361412,6517
PHY345865,6518
PHY422078,6519
PHY336704,6520
PHY350557,6521
PHY405411,6522
PHY323444,6523
PHY364194,6524
PHY395036,6525
PHY328834,6526
PHY352814,6527
PHY388965,6528
PHY313657,6529
PHY417937,6530
PHY420212,6531
PHY318780,6532
PHY405927,6533
PHY349561,6534
PHY371286,6535
PHY365314,6536
PHY423749,6537
PHY320207,6538
PHY354204,6539
PHY431498,6540
PHY327191,6541
PHY414310,6542
PHY327125,6543
PHY426743,6544
PHY334415,6545
PHY428157,6546
PHY346270,6547
PHY413819,6548
PHY358052,6549
PHY330064,6550
PHY335972,6551
PHY377331,6552
PHY380502,6553
PHY350934,6554
PHY406819,6555
PHY332550,6556
PHY382063,6557
PHY380482,6558
PHY424220,6559
PHY403753,6560
PHY335883,6561
PHY352335,6562
PHY321767,6563
PHY409462,6564
PHY391857,6565
PHY372172,6566
PHY313209,6567
PHY431211,6568
PHY427705,6569
PHY372526,6570
PHY421958,6571
PHY355710,6572
PHY382251,6573
PHY399744,6574
PHY355566,6575
PHY348273,6576
PHY338490,6577
PHY341744,6578
PHY422831,6579
PHY402593,6580
PHY330456,6581
PHY383755,6582
PHY311672,6583
PHY341234,6584
PHY426190,6585
PHY374526,6586
PHY430036,6587
PHY388111,6588
PHY410193,6589
PHY321282,6590
PHY410998,6591
PHY381691,6592
PHY347153,6593
PHY355475,6594
PHY321067,6595
PHY410670,6596
PHY367777,6597
PHY366149,6598
PHY323449,6599
PHY351078,6600
PHY341448,6601
PHY415111,6602
PHY427807,6603
PHY416582,6604
PHY316348,6605
PHY345130,6606
PHY339462,6607
PHY324508,6608
PHY431978,6609
PHY411025,6610
PHY431361,6611
PHY363412,6612
PHY409690,6613
PHY403892,6614
PHY404767,6615
PHY409681,6616
PHY319563,6617
PHY425902,6618
PHY421249,6619
PHY385626,6620
PHY330127,6621
PHY335064,6622
PHY387683,6623
PHY432405,6624
PHY363474,6625
PHY314465,6626
PHY363176,6627
PHY385737,6628
PHY317343,6629
PHY342882,6630
PHY388694,6631
PHY431265,6632
PHY327760,6633
PHY314412,6634
PHY361542,6635
PHY372153,6636
PHY417784,6637
PHY358789,6638
PHY333676,6639
PHY353291,6640
PHY348371,6641
PHY341547,6642
PHY348163,6643
PHY433882,6644
PHY327913,6645
PHY358172,6646
PHY327915,6647
PHY407225,6648
PHY402545,6649
PHY432679,6650
PHY419651,6651
PHY409502,6652
PHY392654,6653
PHY361221,6654
PHY338108,6655
PHY392627,6656
PHY393388,6657
PHY314911,6658
PHY355424,6659
PHY336500,6660
PHY374957,6661
PHY357223,6662
PHY331978,6663
PHY324976,6664
PHY407787,6665
PHY336306,6666
PHY361124,6667
PHY340833,6668
PHY329886,6669
PHY413794,6670
PHY392141,6671
PHY343853,6672
PHY375333,6673
PHY418307,6674
PHY360279,6675
PHY346967,6676
PHY420680,6677
PHY372572,6678
PHY356193,6679
PHY370728,6680
PHY354940,6681
PHY423142,6682
PHY312890,6683
PHY380315,6684
PHY337757,6685
PHY387022,6686
PHY319345,6687
PHY313926,6688
PHY427239,6689
PHY325786,6690
PHY347360,6691
PHY330103,6692
PHY382904,6693
PHY412816,6694
PHY395525,6695
PHY348409,6696
PHY402707,6697
PHY358945,6698
PHY420161,6699
PHY387454,6700
PHY333632,6701
PHY375392,6702
PHY396781,6703
PHY409507,6704
PHY317734,6705
PHY345559,6706
PHY325322,6707
PHY346129,6708
PHY405645,6709
PHY393162,6710
PHY368818,6711
PHY358477,6712
PHY390154,6713
PHY333939,6714
PHY341796,6715
PHY316064,6716
PHY362041,6717
PHY403457,6718
PHY388157,6719
PHY345722,6720
PHY421579,6721
PHY352559,6722
PHY413883,6723
PHY388007,6724
PHY393514,6725
PHY434115,6726
PHY312726,6727
PHY314924,6728
PHY348708,6729
PHY425477,6730
PHY339092,6731
PHY373676,6732
PHY387671,6733
PHY364950,6734
PHY430392,6735
PHY312526,6736
PHY370819,6737
PHY330366,6738
PHY314131,6739
PHY395164,6740
PHY428668,6741
PHY315702,6742
PHY429597,6743
PHY328995,6744
PHY424210,6745
PHY401374,6746
PHY389256,6747
PHY334090,6748
PHY423887,6749
PHY419616,6750
PHY322835,6751
PHY317260,6752
PHY394263,6753
PHY432017,6754
PHY406049,6755
PHY356069,6756
PHY417083,6757
PHY394585,6758
PHY360984,6759
PHY335913,6760
PHY422179,6761
PHY425790,6762
PHY433942,6763
PHY315075,6764
PHY409415,6765
PHY429992,6766
PHY369492,6767
PHY378611,6768
PHY329467,6769
PHY316096,6770
PHY353684,6771
PHY338038,6772
PHY332089,6773
PHY430541,6774
PHY322566,6775
PHY411150,6776
PHY317171,6777
PHY350664,6778
PHY327920,6779
PHY337848,6780
PHY374803,6781
PHY331022,6782
PHY329204,6783
PHY351838,6784
PHY385876,6785
PHY366607,6786
PHY341149,6787
PHY406069,6788
PHY352230,6789
PHY390313,6790
PHY345650,6791
PHY401361,6792
PHY390543,6793
PHY346478,6794
PHY321541,6795
PHY418969,6796
PHY424069,6797
PHY429165,6798
PHY322252,6799
PHY321405,6800
PHY383297,6801
PHY376474,6802
PHY331062,6803
PHY416583,6804
PHY387177,6805
PHY429221,6806
PHY337549,6807
PHY422820,6808
PHY387834,6809
PHY381378,6810
PHY432366,6811
PHY405464,6812
PHY432627,6813
PHY315139,6814
PHY322723,6815
PHY342069,6816
PHY389946,6817
PHY326429,6818
PHY408792,6819
PHY312637,6820
PHY326331,6821
PHY312650,6822
PHY428767,6823
PHY360619,6824
PHY428206,6825
PHY311461,6826
PHY355703,6827
PHY357673,6828
PHY362018,6829
PHY351444,6830
PHY336322,6831
PHY317130,6832
PHY368401,6833
PHY383056,6834
PHY319124,6835
PHY351957,6836
PHY364169,6837
PHY389453,6838
PHY348496,6839
PHY361825,6840
PHY343322,6841
PHY352462,6842
PHY410238,6843
PHY430201,6844
PHY358692,6845
PHY368743,6846
PHY405199,6847
PHY388733,6848
PHY432374,6849
PHY387998,6850
PHY387732,6851
PHY355654,6852
PHY410106,6853
PHY371366,6854
PHY325198,6855
PHY399353,6856
PHY312295,6857
PHY387280,6858
PHY393266,6859
PHY355211,6860
PHY426070,6861
PHY353726,6862
PHY368438,6863
PHY419085,6864
PHY375253,6865
PHY430343,6866
PHY377476,6867
PHY386939,6868
PHY381338,6869
PHY331209,6870
PHY369261,6871
PHY428798,6872
PHY371155,6873
PHY339866,6874
PHY331554,6875
PHY348433,6876
PHY348659,6877
PHY344378,6878
PHY329673,6879
PHY323830,6880
PHY405976,6881
PHY426690,6882
PHY367092,6883
PHY339548,6884
PHY409305,6885
PHY371736,6886
